Participant_ID,Dates,Distance
p11,2019-11-26,0.765593
p11,2019-11-27,0.0
p11,2019-11-28,3.473585
p11,2019-11-29,0.0
p11,2019-11-30,0.0
p11,2019-12-02,3.860523
p11,2019-12-03,2.780992
p11,2019-12-04,4.30646
p11,2019-12-07,0.0
p11,2019-12-08,0.0
p11,2019-12-09,0.0
p11,2019-12-14,0.0
p11,2019-12-15,0.0
p11,2019-12-17,3.026273
p11,2019-12-18,0.0
p11,2019-12-23,0.0
p11,2019-12-24,0.0
p11,2019-12-26,0.0
p11,2019-12-29,0.0
p11,2020-01-02,0.0
p11,2020-01-04,0.0
p11,2020-01-06,2.913273
p11,2020-01-09,0.0
p11,2020-01-10,0.0
p11,2020-01-13,2.56546
p11,2020-01-14,0.0
p11,2020-01-15,0.0
p11,2020-01-16,1.652062
p11,2020-01-17,3.962937
p11,2020-01-19,0.0
p11,2020-01-20,0.0
p11,2020-01-21,0.0
p11,2020-01-22,0.0
p11,2020-01-25,4.1431
p11,2020-01-26,14.699999
p11,2020-01-29,0.0
p11,2020-01-30,0.0
p11,2020-02-02,0.0
p11,2020-02-04,1.402156
p11,2020-02-08,1.456015
p11,2020-02-10,0.0
p11,2020-02-12,0.0
p11,2020-02-13,0.0
p11,2020-02-17,0.0
p11,2020-02-18,0.0
p11,2020-02-20,0.0
p11,2020-02-21,4.135382
p11,2020-02-23,0.0
p11,2020-02-24,0.0
p11,2020-02-25,0.0
p11,2020-03-01,0.0
p11,2020-03-11,0.0
p11,2020-03-13,0.0
p12,2019-11-07,0.0
p12,2019-11-09,0.0
p12,2019-11-15,0.0
p12,2019-11-16,0.0
p12,2019-11-17,0.0
p12,2019-11-18,6.261531
p12,2019-11-22,0.0
p12,2019-11-24,0.0
p12,2019-11-25,6.220085
p12,2019-11-27,3.713789
p12,2019-11-29,0.0
p12,2019-12-02,0.12414
p12,2019-12-04,0.0
p12,2019-12-06,4.488789
p12,2019-12-07,0.0
p12,2019-12-08,0.0
p12,2019-12-09,0.0
p12,2019-12-10,0.0
p12,2019-12-11,0.0
p12,2019-12-12,0.0
p12,2019-12-14,0.0
p12,2019-12-17,0.0
p12,2019-12-20,0.0
p12,2019-12-21,0.0
p12,2020-01-10,0.0
p12,2020-01-11,0.0
p12,2020-01-12,0.0
p12,2020-01-13,0.0
p12,2020-01-15,0.0
p12,2020-01-16,0.0
p12,2020-01-17,0.0
p12,2020-01-18,0.0
p12,2020-01-19,0.0
p12,2020-01-23,0.0
p12,2020-01-25,0.0
p12,2020-01-26,0.0
p12,2020-01-27,0.0
p12,2020-01-28,0.0
p12,2020-01-29,0.0
p12,2020-01-31,0.0
p12,2020-02-01,0.0
p12,2020-02-02,0.0
p12,2020-02-03,0.0
p12,2020-02-04,0.0
p12,2020-02-05,0.0
p12,2020-02-07,0.0
p12,2020-02-08,0.0
p12,2020-02-10,0.0
p12,2020-02-11,0.0
p12,2020-02-12,0.0
p12,2020-02-18,0.0
p12,2020-02-19,0.0
p12,2020-02-22,0.0
p12,2020-02-23,0.0
p12,2020-02-25,0.0
p13,2019-11-11,4.160421
p13,2019-11-12,0.0
p13,2019-11-13,0.0
p13,2019-11-15,0.0
p13,2019-11-16,0.0
p13,2019-11-17,0.0
p13,2019-11-18,0.0
p13,2019-11-19,0.0
p13,2019-11-21,0.0
p13,2019-11-24,0.0
p13,2019-11-25,0.0
p13,2019-11-26,0.0
p13,2019-11-28,0.0
p13,2019-11-30,0.0
p13,2019-12-13,0.0
p13,2019-12-14,0.0
p13,2019-12-15,0.0
p13,2019-12-19,0.0
p13,2019-12-20,0.0
p13,2019-12-21,0.0
p13,2019-12-22,0.0
p13,2019-12-23,0.0
p13,2020-01-02,3.404093
p13,2020-01-06,0.0
p13,2020-01-07,4.564914
p13,2020-01-25,0.0
p13,2020-01-26,0.0
p13,2020-02-18,6.202859
p13,2020-03-20,0.0
p14,2019-11-14,0.0
p14,2019-11-15,0.0
p14,2019-11-17,0.0
p14,2019-11-18,0.0
p14,2019-11-19,4.394578
p14,2019-11-20,0.0
p14,2019-11-21,0.0
p14,2019-11-23,0.0
p14,2019-11-24,0.0
p14,2019-11-25,0.0
p14,2019-11-26,0.0
p14,2019-11-27,0.0
p14,2019-11-28,0.0
p14,2019-12-02,0.0
p14,2019-12-03,0.0
p14,2019-12-04,0.0
p14,2019-12-05,0.0
p14,2019-12-06,0.0
p14,2019-12-07,0.0
p14,2019-12-09,0.0
p14,2019-12-10,6.166929
p14,2019-12-11,0.0
p14,2019-12-12,0.0
p14,2019-12-13,0.0
p14,2019-12-16,0.0
p14,2019-12-17,0.0
p14,2019-12-18,0.0
p14,2019-12-19,0.0
p14,2019-12-20,0.0
p14,2019-12-21,0.0
p14,2019-12-22,0.0
p14,2019-12-25,0.0
p14,2019-12-26,0.0
p14,2019-12-27,5.287085
p14,2019-12-28,0.0
p14,2019-12-29,0.0
p14,2019-12-30,0.0
p14,2020-01-02,0.0
p14,2020-01-03,0.0
p14,2020-01-05,4.422882
p14,2020-01-06,4.341906
p14,2020-01-07,0.0
p14,2020-01-08,4.08439
p14,2020-01-09,0.0
p14,2020-01-10,3.797351
p14,2020-01-11,9.992312
p14,2020-01-12,0.0
p14,2020-01-13,0.0
p14,2020-01-14,6.107101
p14,2020-01-15,4.486906
p14,2020-01-16,4.405671
p14,2020-01-17,2.480695
p14,2020-01-18,9.113312
p14,2020-01-19,5.289531
p14,2020-01-20,0.0
p14,2020-01-21,6.549039
p14,2020-01-22,5.041015
p14,2020-01-23,4.943351
p14,2020-01-24,0.0
p14,2020-01-25,3.194
p14,2020-01-26,4.726445
p14,2020-01-27,0.0
p14,2020-01-28,7.59171
p14,2020-01-29,0.0
p14,2020-01-30,0.0
p14,2020-01-31,0.0
p14,2020-02-01,0.0
p14,2020-02-02,0.0
p14,2020-02-03,0.0
p14,2020-02-04,5.864312
p14,2020-02-05,0.0
p14,2020-02-06,7.204742
p14,2020-02-07,0.0
p14,2020-02-08,7.147671
p14,2020-02-09,0.0
p14,2020-02-10,0.0
p14,2020-02-11,5.647406
p14,2020-02-12,0.0
p14,2020-02-13,0.0
p14,2020-02-14,6.941273
p14,2020-02-15,0.0
p14,2020-02-16,0.0
p14,2020-02-17,0.0
p14,2020-02-18,6.032421
p14,2020-02-19,0.0
p14,2020-02-20,4.36057
p14,2020-02-21,4.213984
p14,2020-02-22,3.017062
p14,2020-02-23,2.918656
p14,2020-02-24,0.0
p14,2020-02-25,0.0
p14,2020-02-26,3.990992
p14,2020-02-27,0.0
p14,2020-02-28,6.491664
p14,2020-02-29,4.33389
p14,2020-03-03,7.740578
p14,2020-03-04,0.0
p14,2020-03-06,0.0
p14,2020-03-08,8.202960000000001
p14,2020-03-09,4.285507
p14,2020-03-10,0.0
p14,2020-03-11,0.0
p14,2020-03-13,3.822296
p14,2020-03-14,10.648367
p14,2020-03-15,5.591484
p14,2020-03-17,3.709671
p14,2020-03-19,6.689281
p14,2020-03-21,16.148781
p14,2020-03-22,4.929
p14,2020-03-23,0.0
p14,2020-03-24,4.696507
p14,2020-03-25,4.62132
p14,2020-03-26,0.0
p14,2020-03-27,4.477367
p14,2020-03-29,18.920664
p14,2020-03-31,4.359453
p15,2019-11-10,0.0
p15,2019-11-11,0.0
p15,2019-11-12,5.027921
p15,2019-11-13,0.0
p15,2019-11-14,0.0
p15,2019-11-15,5.775945
p15,2019-11-16,3.536929
p15,2019-11-17,0.0
p15,2019-11-18,0.0
p15,2019-11-19,2.368406
p15,2019-11-20,0.0
p15,2019-11-21,0.170585
p15,2019-11-22,0.0
p15,2019-11-23,6.941484
p15,2019-11-24,0.0
p15,2019-11-25,0.0
p15,2019-11-26,0.383968
p15,2019-11-28,7.044867
p15,2019-11-29,8.740039
p15,2019-11-30,6.973968
p15,2019-12-01,0.0
p15,2019-12-02,0.0
p15,2019-12-03,0.0
p15,2019-12-04,0.0
p15,2019-12-05,0.0
p15,2019-12-06,6.893664
p15,2019-12-07,7.371898
p15,2019-12-08,6.9075
p15,2019-12-09,0.0
p15,2019-12-10,6.763289
p15,2019-12-11,0.0
p15,2019-12-12,5.948312
p15,2019-12-14,8.56554
p15,2019-12-15,6.95121
p15,2019-12-16,0.0
p15,2019-12-17,4.599812
p15,2019-12-18,0.0
p15,2019-12-19,3.459187
p15,2019-12-20,0.0
p15,2019-12-21,7.84482
p15,2019-12-22,13.1125
p15,2019-12-23,14.464453
p15,2019-12-25,18.039468
p15,2019-12-26,4.703859
p15,2019-12-27,15.48432
p15,2019-12-28,0.07251
p15,2019-12-29,5.689781
p15,2019-12-30,12.14371
p15,2019-12-31,12.220632
p15,2020-01-01,13.801015
p15,2020-01-02,0.0
p15,2020-01-03,8.1355
p15,2020-01-05,8.684773
p15,2020-01-06,0.0
p15,2020-01-07,5.076593
p15,2020-01-08,0.0
p15,2020-01-09,0.281062
p15,2020-01-10,6.569742
p15,2020-01-11,8.755359
p15,2020-01-12,10.546734
p15,2020-01-13,0.0
p15,2020-01-14,6.985851
p15,2020-01-15,0.0
p15,2020-01-16,17.220757
p15,2020-01-17,5.589304
p15,2020-01-18,11.333914
p15,2020-01-19,11.481382
p15,2020-01-20,0.0
p15,2020-01-21,7.043179
p15,2020-01-22,0.0
p15,2020-01-23,0.0
p15,2020-01-24,0.0
p15,2020-01-25,0.0
p15,2020-01-26,11.388921
p15,2020-01-27,0.0
p15,2020-01-28,5.947078
p15,2020-01-29,0.0
p15,2020-01-30,9.520078
p15,2020-01-31,7.919453
p15,2020-02-01,10.282445
p15,2020-02-02,11.832335
p15,2020-02-03,0.0
p15,2020-02-04,7.463109
p15,2020-02-05,0.0
p15,2020-02-06,13.165242
p15,2020-02-07,11.666789
p15,2020-02-08,2.924328
p15,2020-02-09,7.615625
p15,2020-02-11,0.0
p15,2020-02-12,0.0
p15,2020-02-13,0.0
p15,2020-02-14,0.0
p15,2020-02-15,9.93257
p15,2020-02-17,6.558257
p15,2020-02-18,13.809609
p15,2020-02-19,11.343671
p15,2020-02-20,8.409296
p15,2020-02-21,15.76246
p15,2020-02-22,8.986789
p15,2020-02-23,11.288382
p15,2020-02-24,0.0
p15,2020-02-25,0.0
p15,2020-02-26,0.0
p15,2020-02-27,0.0
p15,2020-02-28,0.026833
p15,2020-02-29,13.071
p15,2020-03-01,10.879046
p15,2020-03-02,0.0
p15,2020-03-03,0.0
p15,2020-03-04,0.0
p15,2020-03-05,10.827664
p15,2020-03-06,13.189468
p15,2020-03-07,0.0
p15,2020-03-08,0.0
p15,2020-03-10,0.0
p15,2020-03-11,0.0
p15,2020-03-12,8.8705
p15,2020-03-13,10.873109
p15,2020-03-14,13.584554
p15,2020-03-15,0.0
p15,2020-03-16,6.355179
p15,2020-03-17,5.357281
p15,2020-03-18,9.703234
p15,2020-03-19,6.096781
p15,2020-03-20,11.34464
p15,2020-03-21,33.024125
p15,2020-03-22,42.178875
p15,2020-03-23,0.0
p15,2020-03-24,36.839039
p15,2020-03-25,0.0
p15,2020-03-26,32.074437
p15,2020-03-27,0.0
p15,2020-03-28,38.718328
p15,2020-03-29,0.0
p15,2020-03-30,31.558226
p15,2020-03-31,0.0
p16,2019-11-01,2.2435
p16,2019-11-02,1.1068
p16,2019-11-03,0.4573
p16,2019-11-04,1.6389
p16,2019-11-05,1.2723
p16,2019-11-06,0.4482
p16,2019-11-07,3.4191
p16,2019-11-08,3.6137
p16,2019-11-09,1.286
p16,2019-11-10,0.5479
p16,2019-11-11,0.2552
p16,2019-11-12,3.5586
p16,2019-11-13,0.798
p16,2019-11-14,3.1678
p16,2019-11-15,3.4322
p16,2019-11-16,2.0171
p16,2019-11-17,1.1989
p16,2019-11-18,1.3847
p16,2019-11-19,1.5044
p16,2019-11-20,0.9264
p16,2019-11-21,4.1448
p16,2019-11-22,3.4609
p16,2019-11-23,1.5836
p16,2019-11-24,0.8442
p16,2019-11-25,0.6366
p16,2019-11-26,0.6815
p16,2019-11-27,3.4176
p16,2019-11-28,3.1801
p16,2019-11-29,2.233
p16,2019-11-30,1.5518
p16,2019-12-01,0.757
p16,2019-12-02,1.6268
p16,2019-12-03,0.6496
p16,2019-12-04,1.6787
p16,2019-12-05,1.8404
p16,2019-12-06,1.3917
p16,2019-12-07,0.3662
p16,2019-12-08,0.5787
p16,2019-12-09,3.7698
p16,2019-12-10,2.1708
p16,2019-12-11,0.6548
p16,2019-12-12,1.2111
p16,2019-12-13,2.2172
p16,2019-12-14,1.631
p16,2019-12-15,0.4167
p16,2019-12-16,0.3917
p16,2019-12-17,0.4257
p16,2019-12-18,5.6504
p16,2019-12-19,1.56
p16,2019-12-20,2.3652
p16,2019-12-21,0.6509
p16,2019-12-22,0.6724
p16,2019-12-23,1.3738
p16,2019-12-24,3.7469
p16,2019-12-25,1.7721
p16,2019-12-26,0.9199
p16,2019-12-27,6.2375
p16,2019-12-28,1.9111
p16,2019-12-29,1.1698
p16,2019-12-30,5.5832
p16,2019-12-31,1.2475
p16,2020-01-01,1.3015
p16,2020-01-02,1.9046
p16,2020-01-03,0.5755
p16,2020-01-04,0.9127
p16,2020-01-05,0.5224
p16,2020-01-06,0.2917
p16,2020-01-07,0.4837
p16,2020-01-08,0.8043
p16,2020-01-09,0.4604
p16,2020-01-10,1.573
p16,2020-01-11,1.2097
p16,2020-01-12,0.9391
p16,2020-01-13,0.6469
p16,2020-01-14,0.5198
p16,2020-01-15,0.6211
p16,2020-01-16,0.9055
p16,2020-01-17,2.0999
p16,2020-01-18,2.2553
p16,2020-01-19,0.8485
p16,2020-01-20,1.4868
p16,2020-01-21,3.4718
p16,2020-01-22,1.6037
p16,2020-01-23,1.6698
p16,2020-01-24,0.6024
p16,2020-01-25,1.4903
p16,2020-01-26,0.5686
p16,2020-01-27,1.594
p16,2020-01-28,0.7161
p16,2020-01-29,1.6005
p16,2020-01-30,0.7638
p16,2020-01-31,1.9343
p16,2020-02-01,0.9139
p16,2020-02-02,1.0307
p16,2020-02-03,0.7987
p16,2020-02-04,0.4421
p16,2020-02-05,1.7823
p16,2020-02-06,0.6155
p16,2020-02-07,1.9449
p16,2020-02-08,0.6419
p16,2020-02-09,0.2584
p16,2020-02-10,0.2532
p16,2020-02-11,1.4859
p16,2020-02-12,0.7899
p16,2020-02-13,1.4522
p16,2020-02-14,1.7005
p16,2020-02-15,0.5665
p16,2020-02-16,0.5876
p16,2020-02-17,1.4739
p16,2020-02-18,0.6966
p16,2020-02-19,1.1071
p16,2020-02-20,0.8593
p16,2020-02-21,0.4909
p16,2020-02-22,5.6035
p16,2020-02-23,0.2948
p16,2020-02-24,0.6242
p16,2020-02-25,0.7221
p16,2020-02-26,1.0294
p16,2020-02-27,0.6371
p16,2020-02-28,1.4974
p16,2020-02-29,0.5485
p16,2020-03-01,0.6065
p16,2020-03-02,0.5711
p16,2020-03-03,1.8747
p16,2020-03-04,0.5142
p16,2020-03-05,0.5618
p16,2020-03-06,1.5022
p16,2020-03-07,0.3938
p16,2020-03-08,0.9326
p16,2020-03-09,1.6536
p16,2020-03-10,1.0499
p16,2020-03-11,1.6128
p16,2020-03-12,1.4918
p16,2020-03-13,0.3697
p16,2020-03-14,0.2504
p16,2020-03-15,0.9155
p16,2020-03-16,1.8144
p16,2020-03-17,0.949
p16,2020-03-18,1.6515
p16,2020-03-19,0.5905
p16,2020-03-20,1.3425
p16,2020-03-21,0.6573
p16,2020-03-22,0.5411
p16,2020-03-23,1.5426
p16,2020-03-24,0.8859
p16,2020-03-25,1.7716
p16,2020-03-26,0.5261
p16,2020-03-27,1.559
p16,2020-03-28,0.4418
p16,2020-03-29,1.2902
p16,2020-03-30,1.3124
p16,2020-03-31,0.5832
